CGDID,TTGDID,CPTID,easting__N,northing__,Investigat,Investig_1,Reference,PreDrill_D,Depth_of_T,Groundwate,Measured_D,ConeID,Known_Issu,Post_Groun,obs_class
4649,4649,12169,1575108.426,5184413.438,CPT,,BUR-POD04-CPT013,0,8.56,0,0,C10CFIIP.G31,,0,3
15984,15984,12814,1575108.426,5184413.438,CPT,,BUR-POD04-CPT013(b),9.5,10.86,0,0,4467,,0,3
36860,39019,34016,1575110.261,5183139.14,CPT,,CPT1 - 5 Hunt Lane,0,20.1,1,0.7,C10CFIIP.D88,,0,3
4674,4674,3537,1575113.72,5183174.124,CPT,,AVD-POD01-CPT010,0,20,0,0,4494,,0,3
28550,29551,27606,1575113.811,5183228.667,CPT,,CPT02,20.21,20.21,0,0,S12141,,0,3
26627,27561,20180,1575119.067,5183184.411,CPT,,(13130) Hunt Lane. CPT01,0,30.031,0,0,S15CFIIP.803,,0,3
5547,5547,4543,1575124.496,5183166.748,CPT,,AVD-POD01-CPT011,0,20,0,0,4404,,0,3
26628,27562,20181,1575130.464,5183142.527,CPT,,"(13129) 4 Hunt Lane, CPT02",0,31.071,0,0,S15CFIIP.804,,0,3
16972,16972,13780,1575131.889,5184396.415,CPT,,88 Travis Road - CPT 2,0,14.64,0,0,MK327,,0,3
16971,16971,13779,1575135.871,5184412.866,CPT,,88 Travis Road - CPT1,0,14.38,0,0,MK327,,0,3
24630,27394,20137,1575136.17,5183150.12,CPT,,CPT_3275,0,20.13,1,1.2,S10CFIIP.S12141,,0,3
5381,5381,4235,1575153.695,5183107.002,CPT,,AVD-POD01-CPT019,0.1,20,0,0,I-CFXYP20-10/ 100992T,,0,3
44311,43672,42819,1575161.51,5183138.66,CPT,,GA_6414,0,20,1,1,4469,,0,3
44310,43671,42818,1575163.65,5183129.45,CPT,,GA_1881,0,20,1,1.5,4469,,0,3
44309,43670,42817,1575164.74,5183117.57,CPT,,GA_6733,0,20.6,1,1.45,4469,,0,3
36582,39396,34162,1575182.879,5183505.461,CPT,,11860-403_CPT1,0,12.91,0,0,C10CFIIP.C12163,,0,3
9123,9123,8258,1575197.1,5183076.8,CPT,,,0,19.08,0,0,C10CFIIP.G23,,0,3
6287,6287,5319,1575206.595,5183083.802,CPT,,AVD-POD04-CPT014,0,20.04,0,0,4356,,0,3
25717,25717,18916,1575206.62,5181273.8,CPT,,GA_SCP_14688,0,20,1,3.14,4633,,0,3
28461,28553,20515,1575208.49,5183136.24,CPT,,GA_18244,0.1,20.02,1,1.6,4644,,0,3
25719,25719,18918,1575210.02,5181295.58,CPT,,GA_SCP_14552,0,20,1,2.4,4633,,0,3
28460,28552,20514,1575210.23,5183117.24,CPT,,GA_18274,0,20,1,1.15,4644,,0,3
29753,29548,27605,1575236.03,5183209.56,CPT,,GA_18749,0,20,1,1.07,4644,,0,3
44283,43644,42792,1575236.64,5183109.5,CPT,,GA_7296,0,20,1,1.25,4469,,0,3
19105,19105,15426,1575237.979,5184230.542,CPT,,BUR-POD04-CPT040,0,10,0,0,C10CFIIP.C10204,,0,3
7455,7455,6460,1575242.854,5181286.942,CPT,,WAI-POD11-CPT025,0,20,0,0,4221 100KN,,0,3
4565,4565,3422,1575248.652,5181280.494,CPT,,WAI-POD11-CPT026,0,20,0,0,4221 100KN,,0,3
25728,25728,18927,1575248.96,5184219.81,CPT,,GA_SCP_13449,1.15,20,1,1.59,MHJ272,,0,3
44285,43646,42793,1575253,5183099.57,CPT,,GA_301,0,20,1,0.86,4469,,0,3
24508,27347,20090,1575253.401,5183212.523,CPT,,CPT_3273,0,17.1,1,0.6,S10CFIIP.S12141,,0,3
29754,29545,27602,1575256.08,5183192.02,CPT,,GA_18539,0,20,1,1.06,4644,,0,3
30996,31731,28727,1575267.154,5185960.629,CPT,,CPT1 - 27 Royal Park Drive,0,20.2,0,0,C10CFIIP.E59,,0,3
49385,50455,45411,1575273.374,5185962.54,CPT,,11860-036_CPT2,0,20,0,0,C10CFIIP.C12137,,0,3
28512,28603,20566,1575273.82,5183208.77,CPT,,GA_18617,0,18.48,1,0.9,MKJ330,,0,3
25736,25736,18935,1575276.55,5184217.99,CPT,,GA_SCP_16145,1.35,20,1,0.87,MHJ272,,0,3
25737,25737,18936,1575279.14,5183244.43,CPT,,GA_SCP_16650,0,20,1,-0.44,MKJ330,,0,3
33857,34716,30362,1575282.285,5181292.515,CPT,,11860-183_CPT4,0,20.49,0,0,C10CFIIP.C13050,,0,3
25738,25738,18937,1575286.2,5183231.46,CPT,,GA_SCP_12684,0,20.16,1,0,MKJ330,,0,3
33856,34715,30361,1575287.799,5181287.427,CPT,,11860-183_CPT3,0,20.59,0,0,C10CFIIP.C13050,,0,3
33854,34675,30338,1575296.113,5181312.335,CPT,,11860-183_CPT1,0,20.53,0,0,C10CFIIP.C13050,,0,3
33855,34676,30339,1575303.566,5181307.364,CPT,,11860-183_CPT2,0,20.4,0,0,C10CFIIP.C13050,,0,3
15324,15324,12279,1575306.912,5183237.284,CPT,,AVD-POD05-CPT003,0,14.05,0,0,C10CFIIP.C12137,,0,3
24509,27348,20091,1575332.521,5183263.013,CPT,,CPT_3274,0,15.17,1,1.2,S10CFIIP.S12141,,0,3
31655,32350,29213,1575337.684,5181832.803,CPT,,11860-84_CPT2,0,20.04,0,0,S10CFIIP.S12316,,0,3
21084,21084,21056,1575340.679,5183215.103,CPT,,65033 - CPT 1,0,21.02,0,0,111007,,0,3
19695,19695,20985,1575341.079,5183210.505,CPT,,"11949_85 Waratah Street, Christchurch",0,21.02,1,1.3,I-CFXYP20-10/ 111007T,,0,3
31654,32349,29212,1575341.212,5181818.601,CPT,,11860-84_CPT1,0,20.06,0,0,S10CFIIP.S12316,,0,3
31656,32351,29214,1575351.81,5181837.742,CPT,,11860-84_CPT3,0,19.99,0,0,S10CFIIP.S12316,,0,3
16416,16416,13209,1575402.443,5183305.419,CPT,,AVD-POD05-CPT017,0,10.1,0,0,C10CFIIP.C12163,,0,3
25766,25766,18965,1575404.95,5182459.12,CPT,,GA_SCP_10841,0,20,1,1.34,MKJ317,,0,3
4558,4558,3416,1575406.34,5182442.449,CPT,,WAI-POD05-CPT010,0,18.26,0,0,4221 100 kn,,0,3
32297,33846,29835,1575411.613,5183277.185,CPT,,10448,0,15,0,0,MKJ328,,0,3
25771,25771,18970,1575415.34,5182448.8,CPT,,GA_SCP_9883,0,20,1,0.84,MKJ317,,0,3
32296,33845,29834,1575418.836,5183291.649,CPT,,10448,0,15,0,0,MKJ328,,0,3
14214,14214,11296,1575429.431,5183312.345,CPT,,11794-034_1,0,20.2,0,0,C10CFIIP.C10266,,0,3
25776,25776,18975,1575431.14,5182442.72,CPT,,GA_SCP_15629,0,20,1,1.21,MKJ317,,0,3
55159,54906,48406,1575440.63,5182322.73,CPT,,CPT01,0,20.1470446,0,0,S15CFIIP.841,,0,3
14217,14217,11305,1575451.532,5183326.086,CPT,,11794-034_2,0,11.54,0,0,C10CFIIP.C12137,,0,3
34943,37241,32833,1575477,5184289.5,CPT,,GA_11872,0,0.96,0,0,4644,,0,3
34944,37242,32834,1575479.9,5184291.4,CPT,,GA_13364,0,0.3,0,0,4644,,0,3
34811,37109,32788,1575495.54,5182157.61,CPT,,GA_18555,0,20,1,1.47,4644,,0,3
34946,37244,32836,1575497.2,5184287.8,CPT,,GA_16671,0,0.98,0,0,4644,,0,3
34945,37243,32835,1575500.1,5184288.7,CPT,,GA_17616,0,2.02,0,0,4644,,0,3
44298,43659,42806,1575509,5182147,CPT,,GA_2760,0,18.2,1,2.3,4216,,0,3
34812,37110,32789,1575514.66,5182173.91,CPT,,GA_18674,0,20,1,1.27,4644,,0,3
5055,5055,3919,1575516.244,5182139.661,CPT,,WAI-POD06-CPT002,0,20,0,0,4486,,0,3
19373,19373,20943,1575518.308,5183252.792,CPT,,"11826_50 Briarmont Street, Christchurch",0,15,0,0,I-CFXYP20-10/ 081034T,,0,3
30916,31716,28712,1575518.915,5182559.131,CPT,,CPT1 - 228 Wainoni Road,0,20.2,1,1.02,MK331,,0,3
19374,19374,20944,1575520.007,5183269.785,CPT,,"11826_50 Briarmont Street, Christchurch",0,15,0,0,I-CFXYP20-10/ 081034T,,0,3
4651,4651,3513,1575522.534,5182470.63,CPT,,WAI-POD05-CPT001,0,20.01,0,0,C10CIIP.G31,,0,3
44299,43660,42807,1575530,5182162,CPT,,GA_3832,0,20.1,1,1.9,4216,,0,3
50664,51744,46055,1575536.05,5183304.85,CPT,,GA_19839,1,13.56,1,1.16,4633,,0,3
44300,43661,42808,1575539,5182175,CPT,,GA_3357,0,15.88,1,1.9,4216,,0,3
37781,40919,35844,1575545.175,5183295.996,CPT,,CPT1 - 47 Cowes Street,0,20.21,0,0,MKJ290,,0,3
25066,25066,21400,1575547.396,5183279.482,CPT,,"12261 - 45 Cowes Street, Christchurch",0,18.92,0,0,I-CFXYP20-10/ 071017T,,0,3
19794,19794,15928,1575553.875,5182592.576,CPT,,CPT1 - 234 Wainoni Road,0,15.21,0,0,MK301,,0,3
19795,19795,15929,1575568.009,5182573.747,CPT,,CPT2 - 234 Wainoni Road,0,16.3,0,0,MK301,,0,3
40510,42823,37525,1575573.079,5183247.787,CPT,,CPT1 - 41 Cowes Street - Avondale,0,20.1,1,1.4,C10CF11P.C12359,,0,3
47558,48214,44260,1575584.15,5182603.014,CPT,,11794_790-CPT1,0,19.55035,0,0,C10CFIIP.C14007,,0,3
47559,48215,44261,1575603.912,5182592.313,CPT,,11794_790-CPT2,0,19.22,0,0,C10CFIIP.C12359,,0,3
5402,5402,4298,1575635.04,5183298.716,CPT,,AVD-POD05-CPT015,0,20,0,0,I-CFXYP20-10/ 100992T,,0,3
44333,43694,42841,1575658.76,5183315.28,CPT,,GA_1221,0,20,1,2,4216,,0,3
44335,43696,42843,1575661.92,5183336.51,CPT,,GA_6013,0.64,20,1,1.7,4469,,0,3
44334,43695,42842,1575664.71,5183324.97,CPT,,GA_8308,0,20,1,1.9,4469,,0,3
24349,24349,21333,1575667.247,5183352.356,CPT,,"12193 - 17 Thorness Street, Christchurch",0.1,15,0,0,I-CFXYP20-10/ 100992T,,0,3
5743,5743,4769,1575678.424,5183254.304,CPT,,AVD-POD06-CPT002,0,20,0,0,4496,,0,3
9056,9056,8142,1575690.04,5183246.238,CPT,,AVD-POD06-CPT003,0,20,0,0,S10CFIIP.S12147,,0,3
17668,17668,14534,1575715.333,5181771.541,CPT,,WAI-TC201-CPT015,0.4,10,0,0,4439,,0,3
56206,56362,49325,1575717.51,5182551.81,CPT,,CPT 14306-1,0,19.96913462,1,2,S15CFIIP.840,,0,3
25850,25850,19048,1575726.66,5183268.26,CPT,,GA_SCP_14780,0,20.02,1,1.49,4469,,0,3
22278,22278,21127,1575729.51,5183225.03,CPT,,GA_SCP_9019,0,20,1,2.1,4439,,0,3
56207,56363,49326,1575730.03,5182531.71,CPT,,CPT 14306-2,0,19.94490519,1,2,S15CFIIP.840,,0,3
45545,44708,43477,1575732.362,5183240.589,CPT,,11794_739-CPT1,0,20.12,0,0,S15CFIIP.S12303,,0,3
47860,48863,44603,1575732.442,5183240.7,CPT,,11794_739-CPT1,0,20.12,0,0,S15CFIIP.S12303,,0,3
22279,22279,21128,1575733.57,5183220.6,CPT,,GA_SCP_8364,0,20,1,2.07,4439,,0,3
35934,38446,33498,1575738.159,5183314.353,CPT,,11860-346_CPT2,0,20.06,0,0,C10CFIIP.C13050,,0,3
22280,22280,21129,1575741.67,5183213.97,CPT,,GA_SCP_2131,0,20,0,0,4439,,0,3
25851,25851,19049,1575741.97,5183290.66,CPT,,GA_SCP_9733,0,20.1,1,1.53,4469,,0,3
47861,48864,44604,1575743.413,5183224.747,CPT,,11794_739-CPT2,0,20.21,0,0,S15CFIIP.S12303,,0,3
45546,44709,43478,1575743.494,5183224.859,CPT,,11794_739-CPT2,0,20.21,0,0,S15CFIIP.S12303,,0,3
25852,25852,19050,1575743.79,5183254.55,CPT,,GA_SCP_11042,0,19.98,1,1.16,4633,,0,3
35936,38448,33500,1575744.411,5183329.147,CPT,,11860-346_CPT1,0,20.03,0,0,C10CFIIP.C13050,,0,3
5161,5161,4029,1575748.057,5183234.484,CPT,,AVD-POD06-CPT001,0.15,20,0,0,C10CFIIP.C10267,,0,3
25853,25853,19051,1575763.52,5183241.48,CPT,,GA_SCP_16122,0.53,19.98,1,1.29,4633,,0,3
1945,1945,1527,1575769.508,5183249.098,CPT,,CPT-AVD-63,1.2,34.64,1,2.7,C10CFIIP.E09,,0,3
22417,22417,21265,1575769.91,5183229.62,CPT,,GA_SCP_2902,0,20.04,0,0,4473,,0,3
22419,22419,21267,1575778.84,5183219.66,CPT,,GA_SCP_8537,0,20.08,0,0,4473,,0,3
22418,22418,21266,1575786.94,5183216.35,CPT,,GA_SCP_6110,0,20.06,0,0,4473,,0,3
6472,6472,5498,1575789.341,5183234.535,CPT,,AVD-POD06-CPT005,0,20.18,0,0,4221 100KN,,0,3
4406,4406,3280,1575797.297,5183273.889,CPT,,AVD-POD06-CPT006,0.2,20,0,0,C10CFIIP.C10204,,0,3
27863,30303,27929,1575801.859,5183325.429,CPT,,"12581 - 64 Orrick Crescent, Christchurch",0.65,16.99,0,0,100992T,,0,3
5157,5157,4024,1575810.491,5183286.235,CPT,,AVD-POD06-CPT007,0.2,20,0,0,C10CFIIP.C10204,,0,3
6304,6304,5343,1575837.72,5183290.364,CPT,,AVD-POD06-CPT010,0.35,20,0,0,C10CFIIP.C10021,,0,3
5159,5159,4025,1575847.55,5183118.122,CPT,,AVD-POD06-CPT004,0.2,20.04,0,0,C10CFIIP.C10204,,0,3
4705,4705,3568,1575871.267,5183292.883,CPT,,AVD-POD06-CPT009,0,20.02,0,0,4404,,0,3
15768,15768,17059,1576002.826,5183705.863,CPT,,NBR-TCR01-CPT003,0,10.01,1,0.5,C10CFIIP.C12363,,0,3
25867,25867,19065,1576093.8,5184143.1,CPT,,GA_SCP_17541,0.3,20,1,1.5,MKJ330,,0,3
15770,15770,17060,1576093.852,5184074.35,CPT,,NBR-TCR01-CPT005,0,10.01,1,0.6,C10CFIIP.C12363,,0,3
4787,4787,3656,1576108.842,5185491.932,CPT,,WQP-POD15-CPT009,0,15.14,0,0,C+F+W2+S,,0,3
15776,15776,17065,1576150.489,5183585.374,CPT,,NBR-TCR01-CPT011,0,10.03,1,0.5,C10CFIIP.C12363,,0,3
49522,50427,45382,1576155.615,5185508.602,CPT,,12202-026_CPT3,0,20.33,0,0,C10CFIIP.C14007,,0,3
49524,50429,45384,1576165.29,5185493.865,CPT,,12202-026_CPT1,0,20.16037,0,0,C10CFIIP.C14007,,0,3
49523,50428,45383,1576167.058,5185519.748,CPT,,12202-026_CPT2,0,18.78033,0,0,C10CFIIP.C14007,,0,3
2786,2786,4329,1576177.134,5185511.855,CPT,,WQP-POD15-CPT117,0.2,20,0,0,C10CFIIP.E09,,0,3
25883,25883,19081,1576206.22,5185472.03,CPT,,GA_SCP_14732,0,20.01,1,1.19,MKJ330,,0,3
25885,25885,19083,1576207.2,5185449.68,CPT,,GA_SCP_9898,0,20.01,1,1.88,MKJ330,,0,3
40561,42859,37538,1576234.601,5185514.878,CPT,,CPT2 - 59 Donnington Street,0,20.1,1,1.8,MKJ286,,0,3
40560,42858,37537,1576239.997,5185498.017,CPT,,CPT1 - 59 Donnington Street,0,20,1,1,MKJ286,,0,3
15775,15775,17489,1576273.789,5183661.916,CPT,,NBR-TCR01-CPT010,0,10,1,1.2,4520,,0,3
11122,11122,10024,1576281.193,5185649.202,CPT,,60248730-1.03 CPT03,0,20.5,1,1.4,C10CFIIP.C10266,,0,3
49708,50386,45347,1576334.27,5185756.783,CPT,,12202-046_CPT4,0,20.01,0,0,C10CFIIP.C14007,,0,3
49860,50408,45369,1576334.351,5185756.561,CPT,,12202-046_CPT4,0,20.01,0,0,C10CFIIP.C14007,,0,3
3990,3990,2922,1576338.386,5183498.762,CPT,,NNB-POD07-CPT012,0,20,0,0,4494,,0,3
49863,50411,45372,1576340.695,5185746.477,CPT,,12202-046_CPT1,0,11.48,0,0,C10CFIIP.C14007,,0,3
49684,50391,45352,1576340.856,5185746.589,CPT,,12202-046_CPT1,0,11.48,0,0,C10CFIIP.C14007,,0,3
49861,50409,45370,1576349.031,5185767.719,CPT,,12202-046_CPT3,0,20.05036,0,0,C10CFIIP.C14007,,0,3
49687,50380,45341,1576349.273,5185767.72,CPT,,12202-046_CPT3,0,20.05036,0,0,C10CFIIP.C14007,,0,3
10095,10095,9196,1576349.511,5183515.456,CPT,,NNB-POD07-CPT016,0.3,20.02,0,0,4494,,0,3
49686,50379,45340,1576355.045,5185759.188,CPT,,12202-046_CPT2,0,20.02036,0,0,C10CFIIP.C14007,,0,3
49862,50410,45371,1576355.288,5185759.078,CPT,,12202-046_CPT2,0,20.02036,0,0,C10CFIIP.C14007,,0,3
15774,15774,17064,1576356.174,5183780.371,CPT,,NBR-TCR01-CPT009,0,10,1,0.5,C10CFIIP.C12363,,0,3
29957,30542,28080,1576372.367,5185570.338,CPT,,CPT01,20,20.02,1,1.2,S12140,,0,3
48862,49562,44910,1576373.411,5185618.652,CPT,,11860-217_CPT4,0,20.2,0,0,C10CFIIP.C10267,,0,3
35490,37927,46211,1576381,5185682,CPT,,3 Portnall Place - CPT 1,0,1589,0,0,MKJ317,,0,3
48864,49564,44912,1576382.169,5185611.797,CPT,,11860-217_CPT3,0,20.3,0,0,C10CFIIP.C12163,,0,3
35492,37928,46212,1576383,5185659,CPT,,3 Portnall Place - CPT 2,0,1591,0,0,MKJ317,,0,3
48863,49563,44911,1576385.775,5185597.927,CPT,,11860-217_CPT2,0,20.3,0,0,C10CFIIP.C12163,,0,3
29958,30543,28081,1576388.958,5185566.842,CPT,,CPT02,20,20.09,1,1.2,S12140,,0,3
2952,2952,2505,1576414.479,5185572.525,CPT,,WQP-POD15-CPT047,0,19.32,0,0,4356,,0,3
13175,13175,10856,1576424.561,5185747.59,CPT,,,0,20.5,0,0,S15CFIIP.S12116,,0,3
2785,2785,4328,1576437.113,5185428.932,CPT,,WQP-POD15-CPT104,0.15,20,0,0,C10CFIIP.E09,,0,3
26723,26723,19597,1576441.994,5185570.693,CPT,,CPT01,0,15.53,0,0,S10CFIIP.S12142,,0,3
26725,27611,20210,1576442.217,5185553.146,CPT,,CPT02,0,20.22,0,0,S10CFIIP.S12142,,0,3
37062,39642,34434,1576446.261,5185529.949,CPT,,CPT1 - 39 Kirsten Place,0,20.1,0,0,C10CFIIP.C12360,,0,3
25942,25942,19140,1576449.55,5185767.96,CPT,,GA_SCP_12815,0,20,1,0.86,4633,,0,3
25944,25944,19141,1576450.02,5185795.06,CPT,,GA_SCP_10707,0,20,1,1.24,4633,,0,3
3727,3727,2649,1576451.044,5185609.881,CPT,,WQP-POD14-CPT017,0.15,20,0,0,C10CFIIP.C10021,,0,3
31843,32239,29107,1576452.9,5185622.97,CPT,,GA_18976,0,20,1,0.59,4216,,0,3
2795,2795,4340,1576453.347,5185381.631,CPT,,WQP-POD15-CPT182,0,20,0,0,C10CFIIP.E09,,0,3
7698,7698,6754,1576455.273,5185602.614,CPT,,WQP-POD14-CPT066,0,20,0,0,S10CFIIP.S12147,,0,3
3679,3679,2579,1576457.656,5185299.903,CPT,,WQP-POD15-CPT174,0.3,20.08,0,0,4439,,0,3
48918,49581,44929,1576469.098,5185381.765,CPT,,11860-118_CPT2,0,20.3,0,0,C10CFIIP.C12163,,0,3
40108,42258,36854,1576472.002,5185615.332,CPT,,11794_183-CPT2,0,20.15,0,0,C10CFIIP.C13050,,0,3
44657,44085,43165,1576472.199,5185512.603,CPT,,11794_567-CPT1,0,18.52,0,0,C10CFIIP.C12163,,0,3
48917,49580,44928,1576472.95,5185367.229,CPT,,11860-118_CPT1,0,20.3,0,0,C10CFIIP.C12163,,0,3
38584,41980,36618,1576473.314,5185656.54,CPT,,11794_578-CPT2,0,18.49,0,0,C10CFIIP.C12163,,0,3
40107,42257,36853,1576475.935,5185600.797,CPT,,11794_183-CPT1,0,20.56,0,0,C10CFIIP.C13050,,0,3
44658,44086,43166,1576479.004,5185532.396,CPT,,11794_567-CPT3,0,16.21,0,0,C10CFIIP.C12163,,0,3
38585,41981,36619,1576479.118,5185638.68,CPT,,11794_578-CPT1,0,19.47,0,0,C10CFIIP.C12163,,0,3
40109,42259,36855,1576482.983,5185620.257,CPT,,11794_183-CPT3,0,20.45,0,0,C10CFIIP.C13050,,0,3
28437,28529,20491,1576483.46,5185450.89,CPT,,GA_18404,0,20,1,0.79,4644,,0,3
4522,4522,3377,1576483.491,5185633.632,CPT,,WQP-POD14-CPT019,0.1,20,0,0,I-CFXYP20-10,,0,3
38586,41982,36620,1576484.634,5185656.913,CPT,,11794_578-CPT3,0,18.77,0,0,C10CFIIP.C12163,,0,3
44688,44106,43185,1576486.994,5185490.776,CPT,,11794_596-CPT1,0,20.2,0,0,C10CFIIP.C13050,,0,3
28438,28530,20492,1576490.51,5185438.82,CPT,,GA_18559,0,20,1,1.16,4644,,0,3
44170,44027,43107,1576491.047,5185371.957,CPT,,CPT1 - 9 Ronald George Place,0,15.78027,1,1.38,C10CF11P.C13068,,0,3
25965,25965,19161,1576492.18,5185509.61,CPT,,GA_SCP_10281,0,20.22,1,1.3,4644,,0,3
30802,31379,28446,1576496.04,5185864.633,CPT,,CPT1 - 24A Rue De La Mare,0,18.59,1,1,MK176,,0,3
25968,25968,19164,1576496.84,5185526.75,CPT,,GA_SCP_14326,0,20,1,1.45,4644,,0,3
44689,44107,43186,1576499.767,5185491.82,CPT,,11794_596-CPT2,0,19.07,0,0,C10CFIIP.C13050,,0,3
44480,43840,42986,1576501.6,5185270.49,CPT,,GA_7802,0.5,20,1,1.9,3430,,0,3
44479,43839,42985,1576502.08,5185253.06,CPT,,GA_1778,0.5,20.02,1,1.5,3430,,0,3
49707,50385,45346,1576503.028,5185414.757,CPT,,12202-042_CPT3,0,20.1,0,0,C10CFIIP.C12360,,0,3
36297,39303,34073,1576506.601,5185526.273,CPT,,11860-382_CPT2,0,20.2,0,0,C10CFIIP.C12137,,0,3
49706,50384,45345,1576506.869,5185426.32,CPT,,12202-042_CPT2,0,20.1,0,0,C10CFIIP.C13237,,0,3
3700,3700,2604,1576507.166,5185383.211,CPT,,WQP-POD15-CPT076,0,9.92,0,0,4439,,0,3
7699,7699,6755,1576507.166,5185383.211,CPT,,WQP-POD15-CPT076R,0,20.5,0,0,C10CFIIP.C10021,,0,3
3692,3692,2595,1576507.527,5185303.543,CPT,,WQP-POD15-CPT102,0,20.74,0,0,4439,,0,3
36296,39302,34072,1576512.965,5185533.403,CPT,,11860-381_CPT3,0,11.13,0,0,29/08/2013,,0,3
31999,32861,29552,1576518.765,5185470.341,CPT,,11860-67_CPT3,0,8.3501,0,0,C10CFIIP.C12163,,0,3
2647,2647,2192,1576521.121,5183633.352,CPT,,NNB-POD07-CPT002,0.15,20,0,0,C10CFIIP.E09,,0,3
25977,25977,19173,1576521.55,5185830.53,CPT,,GA_SCP_10082,0,20,1,0.69,MKJ329,,0,3
44542,43902,43048,1576522.87,5185784,CPT,,GA_19308,0,20.06,1,0.74,4644,,0,3
29772,30129,27879,1576523.36,5185722.9,CPT,,GA_18719,0,20,1,0.66,MKJ330,,0,3
49705,50383,45344,1576524.186,5185423.16,CPT,,12202-042_CPT1,0,20.15,0,0,C10CFIIP.C13237,,0,3
36298,39304,34074,1576525.53,5185524.784,CPT,,11860-382_CPT1,0,20.2,0,0,C10CFIIP.C12137,,0,3
34204,34592,30299,1576527,5183776,CPT,,131 Bower Avenue CPT02,0,20.1,1,1.43,C10CFIIP.F04,,0,3
25981,25981,19176,1576528.82,5185669.61,CPT,,GA_SCP_12710,0,20,1,1.31,4644,,0,3
48677,49605,44953,1576530.111,5183608.138,CPT,,11860-166_CPT1,0,20.21,0,0,C10CFIIP.C12163,,0,3
3716,3716,2638,1576532.091,5185703.846,CPT,,WQP-POD14-CPT031,0,20,0,0,C10CFIIP.E09,,0,3
9190,9190,8375,1576532.4,5185815,CPT,,,0,20.2,0,0,C10CFIIP.C10267,,0,3
5210,5210,4066,1576537.03,5185009.789,CPT,,NNB-POD11-CPT010,3.41,20,0,0,C10CFIIP.C10266,,0,3
44539,43899,43045,1576539.23,5185622.48,CPT,,GA_19348,0,20,1,1.05,4644,,0,3
9305,9305,8532,1576540.3,5185809.2,CPT,,,0,20,0,0,C10CFIIP.C12137,,0,3
3881,3881,2811,1576542.717,5185654.275,CPT,,WQP-POD14-CPT046,0,20.34,0,0,4356,,0,3
29771,30132,27880,1576543.43,5185732.82,CPT,,GA_18589,0,20.01,1,0.3,MKJ330,,0,3
2791,2791,4335,1576544.651,5185331.013,CPT,,WQP-POD15-CPT148,0,20,0,0,C10CFIIP.E09,,0,3
25985,25985,19180,1576545.82,5185790.63,CPT,,GA_SCP_18074,0.12,20,1,0.71,4644,,0,3
44427,43788,42935,1576547.4,5185761.8,CPT,,GA_12465,0,20,1,0.73,MKJ328,,0,3
29664,30665,28135,1576547.721,5185840.269,CPT,,11794-041_CPT1,0,20,0,0,C10CFIIP.C12137,,0,3
48676,49604,44952,1576547.801,5183612.531,CPT,,11860-166_CPT2,0,20.3,0,0,C10CFIIP.C12163,,0,3
29662,30663,28133,1576549.6,5185857.934,CPT,,11794-041_CPT3,0,20,0,0,C10CFIIP.C12137,,0,3
3710,3710,2632,1576550.141,5185839.213,CPT,,WQP-POD14-CPT092,0.25,20,0,0,C10CFIIP.E09,,0,3
2649,2649,2194,1576554.677,5183644.379,CPT,,NNB-POD07-CPT001,0,20,0,0,4215 50KN,,0,3
2643,2643,2188,1576555.327,5183627.186,CPT,,NNB-POD07-CPT004,0.1,20.02,0,0,C10CFIIP.E09,,0,3
36736,39000,33997,1576555.922,5183671.643,CPT,,CPT1 - 109 Bower Avenue,0,20,0,0,MKJ331,,0,3
28476,28568,20530,1576556.11,5185829.42,CPT,,GA_18708,0,20,1,1.08,4644,,0,3
3986,3986,2913,1576557.685,5183673.217,CPT,,NNB-POD07-CPT003,0,20,0,0,4494,,0,3
3720,3720,2641,1576559.781,5185616.68,CPT,,WQP-POD14-CPT022,0,20.01,0,0,C10CFIIP.C10021,,0,3
29663,30664,28134,1576559.868,5185858.858,CPT,,11794-041_CPT2,0,20,0,0,C10CFIIP.C12137,,0,3
33314,33245,29721,1576560.491,5185261.806,CPT,,CPT1 - 22 Sylvia Street,0,20.2,0,0,MKJ290,,0,3
55154,56304,49316,1576562,5182103,CPT,,CPT1,0,20.1,1,1.82,C10CFIIP.C13184,,0,3
34202,34591,30298,1576562,5183780,CPT,,131 Bower Avenue CPT01,0,20.18,1,1.3,C10CFIIP.F04,,0,3
49894,50591,45475,1576566,5184986,CPT,,33369,0,15.09,0,0,1701-2524,,0,3
29554,30125,27876,1576566.06,5185613.217,CPT,,CPT1 - 2 Hurst Place,0,7.1501,0,0,C10CFIIP.G31,,0,3
28475,28567,20529,1576568.81,5185825.4,CPT,,GA_18691,0,20,1,1.02,4644,,0,3
3703,3703,2609,1576569.088,5185562.352,CPT,,WQP-POD15-CPT052,0.2,20.01,0,0,C10CFIIP.E09,,0,3
34254,34774,30423,1576576.201,5185813.27,CPT,,11860-206_CPT3,0,20.3,0,0,C10CFIIP.C13080,,0,3
34253,34773,30422,1576579.243,5185798.954,CPT,,11860-206_CPT2,0,10.9,0,0,C10CFIIP.C13080,,0,3
47528,48284,44268,1576581.066,5184995.891,CPT,,33369,0,14.991,0,0,1701-2524,,0,3
44373,43734,42881,1576581.28,5185850.15,CPT,,GA_4229,0.29,20.02,1,1.7,3430,,0,3
49893,50590,45474,1576584,5184986,CPT,,33396,0,14.991,0,0,1701-2524,,0,3
