FID,CPT,predrill (m),L (m),Depth of Test (m),GWT (m),PGA (g),Lat,Long,CH_EW_RMSE,CH_NS_RMSE,CH_APL_mod (m),Rrup,CH_APL,Elevation (m),Slope_5m (%),River_Dir (deg)
2808,15642,1.5,159.7024274,9.9,1.1126,0.51,-43.509399,172.718194,-0.332208,0.050233,0.335984389,2.755328151,0.335984389,0.87729,0.42987,18.16589
1841,15662,0.3,260.5030063,10.1,2.12509,0.44,-43.498363,172.698273,-0.048574,-0.090357,0.102585676,4.522395021,0.102585676,2.28758,0.47668,24.8789
1788,15663,0.2,392.9968967,9.9,1.72943,0.43,-43.497459,172.696653,0.143936,0.039922,0.149369803,4.675620685,0.149369803,2.19935,0.95378,97.34328
1730,15664,0,483.8907888,9.9,1.59217,0.43,-43.496807,172.695101,0.200793,-0.069905,0.212613588,4.804116762,0.212613588,1.94449,0.68793,173.73778
1701,15665,0,598.6387029,9.9,1.4593,0.42,-43.495887,172.694337,0.176065,-0.126156,0.216596908,4.920827193,0.216596908,1.97127,0.49997,166.6945
1850,15667,0,86.1738851,9.9,2.23172,0.44,-43.500078,172.698623,0.056259,-0.412215,0.416036394,4.353536245,0.416036394,2.50032,0.14516,163.14441
695,15668,0,312.9023405,10,1.83113,0.42,-43.503147,172.678835,0.281487,-0.063269,0.288509788,4.861581017,0.288509788,1.72721,0.52104,163.42069
574,15669,0.3,557.1068189,9.9,2.10769,0.41,-43.502188,172.67603,0.149104,-0.222796,0.26808592,5.063221246,0.26808592,2.12506,0.25623,101.2584
590,15670,0,522.7279839,10,1.89104,0.42,-43.503042,172.676216,0.175245,-0.261406,0.314712419,4.975819719,0.314712419,1.77922,0.15452,103.63375
1892,15671,0.4,170.5431651,10,2.01979,0.43,-43.495042,172.699906,0.333401,0.151806,0.36633494,4.76007578,0.36633494,2.33269,0.3296,101.29281
528,15675,0,561.970241,10,2.54159,0.42,-43.504746,172.675335,0.069162,-0.077993,0.1042415,4.85587563,0.1042415,2.36831,0.65424,86.11194
1860,15677,0,220.285407,10,2.1269,0.44,-43.49778,172.698948,0.009049,-0.025188,0.02676415,4.545839946,0.02676415,2.33018,0.81543,95.37172
603,15678,0,458.8264779,10,2.12616,0.42,-43.504385,172.676694,0.006001,-0.110077,0.110240455,4.831293833,0.110240455,1.89832,0.74486,94.02555
710,15680,0.3,234.7690537,9.9,2.53275,0.43,-43.505221,172.67934,-0.080697,-0.043374,0.091615008,4.645664231,0.091615008,2.21751,0.09994,98.96281
781,15681,0,57.52445388,9.9,1.28314,0.43,-43.504005,172.681819,0.359774,-0.323244,0.483656918,4.667930583,0.483656918,1.35821,0.10918,95.06091
1560,15682,0,114.8451493,10.1,1.85854,0.43,-43.500355,172.690944,-0.134377,-0.571519,0.587104033,4.63074341,0.587104033,2.18729,0.85686,100.85458
659,15683,0,361.1502753,10,2.09094,0.42,-43.504592,172.677872,-0.091008,0.043523,0.100879669,4.763545728,0.100879669,1.69416,0.29752,216.22369
682,15684,0,358.3123804,10,1.82265,0.42,-43.502408,172.678488,0.193793,-0.113596,0.22463254,4.94531341,0.22463254,1.76784,0.21571,98.88473
1684,15685,0,289.4144498,9.9,2.10756,0.43,-43.499351,172.69343,0.070254,-0.349542,0.356532235,4.63619302,0.356532235,2.36712,0.06437,103.60801
1685,15687,0,528.3475075,10,1.95232,0.43,-43.496774,172.693597,0.268347,-0.194656,0.331513304,4.8769204,0.331513304,2.69427,0.20023,170.74308
764,15693,0,114.4314801,10,2.49598,0.45,-43.511778,172.681339,-0.117082,-0.054828,0.129283813,3.959181795,0.129283813,2.97765,0.59603,153.83534
599,15694,0,127.7729251,9.9,2.39656,0.46,-43.516638,172.676545,-0.03366,0.00926,0.034910503,3.706564904,0.034910503,2.92149,0.5728,97.35042
771,15695,0,105.4773153,10,2.51784,0.45,-43.510596,172.681484,0.033183,0.040836,0.052618346,4.060030682,0.052618346,2.94448,0.4732,164.16582
683,15696,0,344.4593847,10,1.32259,0.45,-43.511893,172.67844,-0.25103,-0.052366,0.256433732,4.079278752,0.256433732,2.20143,0.20095,82.70222
755,15697,0,102.0916335,10,1.67518,0.43,-43.505194,172.680991,0.075549,-0.003365,0.075623902,4.584250137,0.075623902,1.76468,0.35768,109.34345
650,15698,0,354.1974507,10,2.57593,0.43,-43.505788,172.677786,0.009133,-0.073877,0.07443939,4.656065969,0.07443939,2.24325,0.20228,95.23114
741,15699,0,136.4142328,9.9,1.98572,0.43,-43.506005,172.680465,0.041059,-0.004836,0.041342815,4.527548951,0.041342815,1.94686,0.35019,94.86147
692,15700,0,336.8692412,10,0.770396,0.44,-43.510671,172.678612,-0.260757,-0.176367,0.314800781,4.178488694,0.314800781,1.86731,0.15423,92.8283
446,15701,0,150.1965961,10,2.73315,0.46,-43.518936,172.673074,0.126415,-0.41373,0.432612142,3.631185205,0.432612142,3.04941,0.27889,82.7504
687,15702,0,75.78331014,10.3,2.5757,0.46,-43.516966,172.678451,1.00353,-0.712312,1.230634327,3.608881064,1.230635142,3.01948,0.23084,335.03659
495,15704,1.5,133.5499541,10,3.08963,0.46,-43.517436,172.67466,-0.069483,-0.065422,0.095435451,3.702542887,0.095435451,3.44664,0.23782,179.834
706,15707,0,248.9961169,10,1.94511,0.44,-43.50806,172.679116,-0.163315,0.021729,0.164754176,4.391407472,0.164754176,2.08435,0.5756,125.13976
613,15708,0,424.8861458,10.1,1.89387,0.43,-43.5078,172.676906,-0.053777,0.177933,0.185882001,4.510699822,0.185882001,2.6659,0.35941,84.91135
2985,15766,0,151.6337839,9.9,0.960206,0.54,-43.514971,172.72778,-0.068316,-0.041523,0.079945202,1.878474247,0.079945202,1.51916,0.48176,87.15726
2982,15767,0,31.480458,10,1.09375,0.54,-43.514052,172.726768,-0.111649,0.168794,0.202378145,1.991639311,0.202378145,1.48817,0.18549,298.64657
1959,15768,0,52.49872602,9.9,0.858661,0.45,-43.499189,172.703172,-0.974555,-0.787322,1.252850103,4.241463884,1.252850103,1.53708,0.72963,298.01718
1972,15770,0,166.0462812,9.9,1.00035,0.44,-43.495874,172.704314,-0.579601,-0.109808,0.589911109,4.514737379,0.589911109,2.00116,0.33565,256.45353
1953,15771,0,38.81181032,9.9,1.21523,0.44,-43.495071,172.702799,-1.12267,-0.086323,1.125983832,4.646959029,1.125983832,2.10838,0.60873,273.44973
2802,15772,0,40.32081606,9.9,1.40564,0.5,-43.507127,172.718037,-0.056712,-0.896485,0.898277021,2.944280537,0.898277021,1.66198,0.53307,272.67693
2868,15773,0,31.03188076,9.9,1.08782,0.51,-43.508103,172.720682,-0.004721,-0.266196,0.26623786,2.741053655,0.26623786,1.28928,0.3473,197.92564
2086,15774,0,381.7598557,9.9,1.42728,0.46,-43.49853,172.707546,-0.260109,-0.603297,0.656980945,4.144503427,0.656980945,3.14212,0.17538,220.37163
2047,15775,0,270.6773703,10,1.47522,0.46,-43.499594,172.706522,-0.920009,-0.67184,1.139203909,4.076863123,1.139203909,2.97162,0.2315,288.44665
1986,15776,0,144.6129015,10,0.858745,0.46,-43.500279,172.704993,-0.891035,-0.558162,1.051421984,4.068267261,1.051421984,1.90582,0.29811,209.83403
880,15794,0,36.71304472,9.9,1.76015,0.45,-43.509458,172.683548,-0.592085,-0.049528,0.594152901,4.082616254,0.594152901,1.90403,0.13223,206.26408
946,15795,0,268.2885774,10,1.74277,0.48,-43.517832,172.684478,-0.330557,-0.039119,0.332863675,3.287949834,0.332863675,2.48424,0.24775,255.97563
949,15796,0,145.4462231,10,1.95949,0.45,-43.5083,172.684649,-0.396844,-0.012117,0.397028944,4.151771566,0.397028944,2.09664,0.14956,273.22793
954,15797,0,97.76394279,9.9,2.45071,0.46,-43.511902,172.684657,-0.018377,-0.166849,0.167857984,3.810877725,0.167857984,2.753,1.13802,262.96287
1199,15818,0,508.5871135,15,2.87294,0.49,-43.518805,172.687267,0.021675,0.015706,0.02676722,3.079844066,0.02676722,4.60689,0.57465,282.54304
2588,15860,0,420.900542,10.2,1.71921,0.51,-43.511021,172.714663,0.593811,0.119813,0.60577773,2.708774494,0.60577773,1.07505,0.76748,283.91302
2644,15898,0,245.0583526,20,1.61836,0.49,-43.504523,172.715443,0.162604,-0.506294,0.53176468,3.283414463,0.53176468,2.41795,0.29117,18.39187
15,15901,1.5,453.0136149,9.9,2.45984,0.43,-43.518589,172.656433,0.334754,-0.25021,0.41792976,4.338491802,0.41792976,4.92193,1.06545,199.38493
141,15902,0,156.3908811,10,3.26768,0.44,-43.519816,172.659896,0.156509,-0.307606,0.34513261,4.077118719,0.34513261,4.30734,0.07553,133.63837
1867,15921,0,443.571821,10.4,3.08559,0.46,-43.505288,172.699023,-0.171381,-0.106083,0.201556568,3.867125991,0.201556568,3.07174,3.79937,129.84107
108,15922,0,572.4679338,9.9,2.14976,0.42,-43.512979,172.658987,0.18149,0.120975,0.218113665,4.752980662,0.218113665,4.07068,0.26248,342.13044
1465,15986,0,592.5357506,10,2.31437,0.41,-43.495166,172.689712,0.034672,-0.124523,0.129259913,5.175771468,0.129259913,3.62983,0.25214,125.37876
1724,15987,0,565.5757632,10,1.87004,0.42,-43.494993,172.695016,0.111587,-0.082803,0.138953213,4.970359131,0.138953213,2.52937,0.206,196.37317
1353,15989,0,178.2032224,10,2.91441,0.42,-43.498812,172.68858,0.108258,-0.23821,0.261655878,4.869105688,0.261655878,3.5895,0.88087,89.22673
1188,15990,0,594.9568756,10,2.58232,0.41,-43.494889,172.687303,0.015226,-0.173314,0.173981533,5.291765714,0.173981533,3.90859,0.84336,193.47568
1454,15991,0,66.76862206,10,2.31782,0.43,-43.500323,172.6896,0.102248,-0.569545,0.578650292,4.686382708,0.578650292,2.62948,0.63616,181.57628
777,15992,0,371.3562273,20.1,2.54586,0.41,-43.49805,172.681665,-0.128612,-0.199134,0.237055682,5.234509295,0.237055682,3.6096,0.31191,208.61995
2025,16040,0,572.3281015,11.9,2.67924,0.49,-43.509572,172.706086,0.061827,0.011984,0.062977728,3.187528502,0.062977728,2.85138,0.5024,141.99667
1916,16152,0,466.3338454,10,2.65985,0.46,-43.505233,172.700405,-0.238133,-0.098492,0.257697497,3.823790207,0.257697497,3.26245,1.22591,36.50529
1904,16201,0,453.1550771,10,2.39499,0.46,-43.505144,172.700039,-0.226563,-0.106806,0.250476176,3.849091312,0.250476176,2.86666,0.38485,359.36747
119,16223,0,297.1798908,10,2.73855,0.43,-43.518474,172.659205,0.133494,-0.226659,0.263049331,4.228681578,0.263049331,4.42794,0.43698,342.11878
740,16254,0,377.7418152,10,2.51788,0.41,-43.498805,172.680465,-0.18689,-0.311757,0.363483561,5.223167864,0.363483561,2.85002,2.2558,135.24737
2477,16265,0,553.8395871,20,2.79459,0.51,-43.51179,172.712698,0.330056,0.015787,0.33043334,2.710972332,0.33043334,2.10015,0.35002,127.88476
1389,16266,0,463.0042954,20,1.71177,0.45,-43.505894,172.68893,-0.076438,-0.220193,0.233083086,4.206577337,0.233083086,1.99968,0.03625,19.34064
2552,16415,0,501.7188233,10,1.80919,0.51,-43.511688,172.714252,0.437191,0.101073,0.448722321,2.661979685,0.448722321,1.06472,0.20626,22.96548
1762,16416,0,97.01786862,10,2.08604,0.45,-43.502775,172.695728,-0.164568,0.409208,0.441059876,4.222985457,0.441059876,2.13849,0.11083,18.92061
1807,16417,0,196.1979974,9.9,1.83732,0.45,-43.50337,172.697208,-0.227172,0.230085,0.323336086,4.114578582,0.323336086,1.73382,0.25757,342.23966
576,16431,0,385.3635058,9.1,1.90051,0.45,-43.514121,172.675996,-0.075632,-0.091202,0.118482084,3.967580904,0.118482084,2.57377,0.22203,342.18465
482,16432,0,232.3948663,10,1.8711,0.45,-43.5148,172.67435,-0.104328,-0.094372,0.140678378,3.961568538,0.140678378,2.49776,0.44066,239.39129
499,16434,0,492.2052909,10,1.94415,0.44,-43.51176,172.674821,-0.015334,-0.058132,0.060120387,4.237275464,0.060120387,2.78,0.19547,239.57735
298,16435,0,481.5189048,10,3.06545,0.42,-43.510261,172.665205,0.20373,-0.03469,0.206662307,4.754054653,0.206662307,4.23119,0.38843,221.10518
1411,16452,0,524.580757,10,1.44447,0.48,-43.515142,172.689137,-0.341703,-0.18435,0.388260045,3.338792114,0.388260045,2.25953,1.3895,163.18539
1726,16481,0,573.7327987,9.9,1.98417,0.42,-43.493884,172.695028,0.02822,0.09823,0.102203235,5.070480069,0.102203235,2.42156,0.27083,278.27114
1185,16485,1.5,304.6729606,9.9,2.60993,0.42,-43.497504,172.687277,0.130966,-0.026833,0.133686585,5.04426302,0.133686585,3.40801,0.23874,93.11993
919,16488,0,281.5554266,10,2.8645,0.41,-43.498004,172.683864,-0.041326,-0.136093,0.142229192,5.140657447,0.142229192,3.71043,0.59236,182.8902
257,16559,0,103.5081915,10,2.74445,0.43,-43.515517,172.663626,0.336817,-0.125286,0.359363706,4.34116291,0.359363706,3.31292,0.56667,157.15285
1136,16614,0,567.553968,20.1,2.66059,0.41,-43.495131,172.686797,0.049796,-0.144592,0.152926414,5.288077037,0.152926414,3.92441,0.14641,125.45393
537,16617,0,582.9962511,20,1.69764,0.44,-43.5106,172.675478,0.068375,-0.069138,0.097237872,4.329286004,0.097237872,2.755,0.20993,180.31092
238,16618,0,488.9373181,17.7,3.02059,0.42,-43.510975,172.662908,-0.101096,0.100166,0.142315244,4.793328977,0.142315244,4.6872,0.62344,73.86558
2763,16641,0,378.5561305,20.2,2.21498,0.49,-43.50372,172.717422,0.095661,-0.430169,0.440677201,3.260688924,0.440677201,2.80955,0.49734,146.22509
373,16804,0,362.0575138,16.7,2.44314,0.43,-43.510923,172.669639,-0.072838,-0.135933,0.154217881,4.508541538,0.154217881,3.18343,0.23355,200.80109
82,16821,0,470.245872,10,2.09723,0.42,-43.515778,172.658446,0.027553,-0.128122,0.131051191,4.509204022,0.131051191,4.14305,0.78462,183.53942
921,16849,0,54.80290705,10,2.59366,0.42,-43.50041,172.683892,0.034916,-0.301042,0.303060081,4.922345629,0.303060081,3.03924,0.2041,107.20054
81,16968,0,450.5747988,20.6,2.15693,0.43,-43.517051,172.658422,0.094614,-0.133115,0.163313846,4.392071455,0.163313846,4.33439,0.41443,138.56123
522,16969,0,336.2123446,18.9,1.76741,0.45,-43.514061,172.675228,-0.041267,-0.123345,0.130065193,4.000232383,0.130065193,2.49286,0.31781,89.70034
507,16970,0,318.2183965,15.1,1.80321,0.45,-43.514055,172.674946,-0.062432,-0.133325,0.14721858,4.010859271,0.14721858,2.47285,0.62945,234.76355
515,16976,0,441.3381983,13.5,1.85722,0.44,-43.512567,172.675121,-0.026953,-0.15218,0.154548428,4.148437332,0.154548428,2.83884,0.70693,232.30988
512,16978,0,424.9030189,13.2,1.9276,0.44,-43.51274,172.675075,-0.036181,-0.150044,0.154344636,4.133220686,0.154344636,2.73121,0.4723,222.91054
1163,17041,0,224.2501197,10,3.31045,0.42,-43.498223,172.687012,0.161896,-0.021306,0.163291949,4.987525014,0.163291949,4.128,0.31778,224.31616
1000,17045,0.4,558.3227404,10,3.03225,0.41,-43.49524,172.685111,0.015386,-0.073685,0.07527422,5.344500464,0.07527422,4.23377,0.5034,180.4522
1113,17046,0,158.8177532,10,3.19029,0.42,-43.498809,172.686511,-0.087058,-0.039694,0.095680244,4.953687245,0.095680244,3.82485,0.53804,176.32667
1667,17178,0,260.5153751,21.2,1.8382,0.45,-43.504676,172.692809,-0.195727,-0.079542,0.211272308,4.151298998,0.211272308,2.18707,0.29058,180.17551
472,17195,0,176.6515875,20,2.17029,0.45,-43.515337,172.673992,0.003507,-0.0727,0.072784539,3.924366277,0.072784539,2.56625,0.5761,358.80686
511,17200,0,444.3749672,20,1.76189,0.44,-43.512497,172.675071,-0.02216,-0.15297,0.15456677,4.156959824,0.15456677,2.38651,0.17713,237.61045
2026,17211,0,572.3281015,11.9,2.67924,0.49,-43.509572,172.706086,0.061827,0.011984,0.062977728,3.187528502,0.062977728,2.85138,0.5024,221.84285
2836,17227,0,259.7351044,10,1.71055,0.5,-43.505366,172.719376,0.076207,-0.208084,0.22159977,3.032100298,0.22159977,2.29687,0.43727,36.50529
1963,17255,0.9,121.5446411,10,0.872023,0.43,-43.49399,172.703951,0,0.20127,0.20127,4.711019912,0.20127,1.72603,0.19067,200.05424
2131,17305,0,405.8186443,11.8,1.36856,0.46,-43.499212,172.708716,-0.718694,-0.475893,0.861971701,4.039005088,0.861971701,3.18682,0.25383,283.48764
2109,17306,0,390.191921,14,1.45116,0.46,-43.499195,172.708355,-0.620795,-0.535042,0.819546444,4.052512475,0.819546444,3.17117,0.25005,215.80071
1064,17316,0,190.9324633,20.6,2.16613,0.46,-43.510534,172.685866,0.158662,-0.046572,0.165355923,3.89393909,0.165355923,2.25768,0.32331,215.8417
1053,17317,0,176.137233,20,2.30097,0.46,-43.510581,172.685689,0.113185,-0.063659,0.129858818,3.895931985,0.129858818,2.31062,0.32331,263.38407
63,17333,0,481.888194,12.4,2.11296,0.43,-43.517069,172.657933,0.111119,-0.13159,0.172230544,4.410792306,0.172230544,4.39809,0.04767,263.57683
55,17334,20,492.6076245,20.6,2.04829,0.43,-43.517038,172.657779,0.155057,-0.141787,0.210110035,4.420105827,0.210110035,4.38781,0.12521,139.54704
44,17335,0,510.9080763,20.8,1.95291,0.43,-43.516986,172.657519,0.266901,-0.150618,0.306466843,4.435839621,0.306466843,4.30285,0.15996,138.70012
62,17336,0,491.073942,18.6,2.08337,0.43,-43.51698,172.657902,0.117898,-0.131086,0.17630507,4.420263185,0.17630507,4.38351,0.12521,137.34862
50,17337,0,502.4385244,18,1.98367,0.43,-43.517019,172.657625,0.21994,-0.147107,0.264601725,4.428338429,0.264601725,4.32688,0.1974,140.06847
43,17338,0,504.6310779,20.8,1.97097,0.43,-43.517065,172.657516,0.271933,-0.148979,0.310068217,4.428741076,0.310068217,4.33174,0.14884,137.78799
768,17406,0,436.5529468,12.4,2.76681,0.41,-43.497419,172.68149,-0.159631,-0.218557,0.270645928,5.299015287,0.270645928,3.72189,1.07929,136.65637
2733,17408,0,309.6090082,18.4,2.91298,0.49,-43.504255,172.716956,0.241037,-0.685001,0.726171609,3.235434315,0.726171609,3.73698,0.33827,146.16269
2723,17409,0,302.1215982,15.9,2.6998,0.49,-43.504294,172.716837,0.188658,-0.698116,0.723158206,3.237526925,0.723158206,3.68408,1.23762,200.82078
1956,17476,0,532.4764743,10.1,2.62497,0.47,-43.507051,172.70296,-0.045863,-0.118663,0.127217618,3.547566905,0.127217618,2.99568,0.35993,200.73987
1964,17480,0,439.5305713,10,3.06812,0.47,-43.506554,172.703916,0.065833,-0.073424,0.098615758,3.545291564,0.098615758,3.31593,0.77082,38.09437
1988,17484,0,328.1930401,10,3.39614,0.47,-43.505955,172.70505,-0.016898,0.067264,0.069354078,3.546716459,0.069354078,3.60988,0.12633,43.17434
1646,17506,0,133.815174,17.1,1.88419,0.44,-43.503507,172.692276,-0.031131,-0.006123,0.031727437,4.281586978,0.031727437,1.99693,0.31258,43.18064
1637,17507,0,160.7837893,13.2,2.01118,0.45,-43.50374,172.692124,-0.045927,-0.052736,0.069931216,4.26585794,0.069931216,2.29441,0.1087,5.69828
2090,17526,0.3,505.9099594,20,2.46604,0.49,-43.509605,172.707585,0.025037,-0.090039,0.093455192,3.116365778,0.093455192,2.4816,0.28057,5.54076
1640,17530,0,445.8666903,10,1.33938,0.45,-43.506322,172.692157,-0.13831,-0.073695,0.156718248,4.026685031,0.156718248,1.93022,0.59704,31.02769
286,17566,0,403.1582551,10,3.04029,0.42,-43.511167,172.664653,0.325606,0.283631,0.431816873,4.696735402,0.431816873,4.3622,0.22641,5.49154
1998,17611,0,279.9524368,10,3.37947,0.47,-43.505527,172.705297,-0.009892,0.095628,0.096138265,3.573964666,0.096138265,3.60059,0.95729,157.11413
1437,17632,0,257.2587746,10.3,1.8774,0.44,-43.504006,172.689391,-0.177054,-0.226432,0.287436201,4.355036819,0.287436201,2.01371,0.40111,43.20255
1254,17633,0.1,388.5862357,10,1.71279,0.44,-43.505063,172.687853,-0.050559,-0.269939,0.274632985,4.328969974,0.274632985,1.8116,0.16716,29.54607
1431,17635,0.1,500.9766415,10,1.82175,0.46,-43.508996,172.689323,-0.095648,-0.132233,0.16319959,3.91943006,0.16319959,1.8765,0.19102,275.8747
427,17647,0,581.4325407,10,1.58881,0.43,-43.509403,172.672337,-0.148624,-0.14738,0.209308284,4.552912905,0.209308284,2.44328,0.31609,253.85456
1224,17689,0,140.6774124,9.9,2.95095,0.42,-43.499004,172.6876,0.217505,-0.116153,0.246576447,4.890577722,0.246576447,3.59471,0.49901,203.53728
1318,17690,0,346.6335592,9.9,2.2318,0.42,-43.497192,172.688274,0.040026,-0.134871,0.140684993,5.034493266,0.140684993,3.26283,0.20545,184.55352
1488,17692,1.5,370.4155721,9.9,2.56848,0.42,-43.497341,172.690007,-0.082023,-0.21163,0.226969226,4.954395647,0.226969226,3.38417,0.20359,188.89198
824,17693,0,174.6067599,10.4,2.93204,0.42,-43.499584,172.682937,-0.150919,-0.269999,0.30931538,5.039520248,0.30931538,3.24046,0.8256,203.96218
799,17695,0,128.2604532,10,2.13417,0.42,-43.500974,172.682238,-0.258102,-0.2559,0.363457635,4.94939199,0.363457635,2.37073,0.23335,139.00225
1671,17721,0,304.6717194,15,1.71722,0.45,-43.505073,172.692884,-0.271756,-0.030464,0.273458185,4.111408215,0.273458185,2.13722,0.80166,112.8302
1619,17723,0,122.6020346,15,1.94708,0.44,-43.503372,172.691816,0.032628,-0.015691,0.036204887,4.312491691,0.036204887,2.23168,0.38551,357.82117
2814,17803,0,122.9364487,14,1.5544,0.5,-43.506451,172.71849,-0.025745,-0.511361,0.512008669,2.979120043,0.512008669,2.07562,0.92777,5.46651
2155,17847,0,358.1212891,17.5,1.56819,0.46,-43.499916,172.708999,-0.881379,-0.397446,0.966846557,3.960731821,0.966846557,3.2985,0.20739,197.20613
2177,17848,0,369.5752398,13.5,1.63724,0.46,-43.499936,172.709261,-0.760817,-0.377372,0.849265644,3.950237883,0.849265644,3.2583,0.26636,218.32801
1383,17849,0,121.7665108,20.3,3.4546,0.43,-43.499428,172.688869,0.12212,-0.271501,0.297701339,4.799625396,0.297701339,3.97889,1.14736,218.32085
2559,18499,0,587.9817132,13.4,1.99806,0.51,-43.512528,172.714337,0.41032,0.299549,0.508027662,2.582944371,0.508027662,1.47409,0.11432,209.16433
2798,18500,0,503.2713772,14.1,2.38465,0.49,-43.502676,172.71799,0.131488,-0.147623,0.197690779,3.328046171,0.197690779,3.20537,1.75025,18.35116
2728,18579,0,298.2843285,18.8,2.62568,0.49,-43.504343,172.71688,0.200583,-0.716371,0.743922677,3.231378355,0.743922677,3.10553,1.23762,200.72301
2719,18581,0,279.2261563,18.9,1.97241,0.49,-43.504476,172.716698,0.119749,-0.757387,0.766795208,3.228410001,0.766795208,2.73101,2.05597,200.77656
2713,18583,0,283.1338973,19.9,1.99581,0.49,-43.504404,172.716575,0.112569,-0.723459,0.732164397,3.24020061,0.732164397,2.68105,2.38815,200.6839
540,18599,0,286.9384496,15,1.75892,0.45,-43.51521,172.675494,0.002684,-0.027179,0.027311205,3.880595113,0.027311205,2.41868,0.39016,200.85791
168,18606,0,254.9877465,20.7,2.38822,0.43,-43.517407,172.660854,0.0886,-0.163163,0.185666703,4.26116251,0.185666703,3.83914,0.1772,237.75002
