FID,CPT,predrill (m),L (m),Depth of Test (m),GWT (m),PGA (g),Lat,Long,CH_EW_RMSE,CH_NS_RMSE,CH_APL_mod (m),Rrup,CH_APL,Elevation (m),Slope_5m (%),River_Dir (deg)
1312,11046,0,438.5915339,18.7,1.9393,0.47,-43.514436,172.688145,-0.216173,-0.188868,0.287057289,3.44131547,0.287057289,2.53787,0.59597,196.97158
1514,11050,0,571.9683017,9.9,1.50955,0.47,-43.513146,172.690286,0,-0.09133,0.09133,3.490343112,0.09133,2.41581,0.80602,269.99372
2942,11053,0,73.59766881,20,1.41357,0.52,-43.509603,172.722997,-0.075302,-0.14141,0.160209798,2.513710257,0.160209798,1.77808,0.63596,282.59032
1209,11079,0,523.6627558,10,2.93494,0.49,-43.519099,172.687347,0.009603,-0.003897,0.010363601,3.050779508,0.010363601,5.02033,0.11507,235.83061
2614,11129,0,378.0494361,20.1,1.68913,0.48,-43.503069,172.714896,0.085058,-0.633092,0.638780356,3.431667642,0.638780356,2.67878,0.19028,287.21085
2747,11131,0,208.7387387,20,1.92132,0.49,-43.505299,172.717212,0.168364,-0.669624,0.690465595,3.13502381,0.690465595,2.55533,0.34276,198.03843
2807,11145,0,351.884682,20.1,2.2698,0.49,-43.504196,172.718202,0.317922,-0.397195,0.508761502,3.184968411,0.508761502,2.91397,0.28396,200.79315
2528,11149,0,523.404004,20.4,1.65092,0.47,-43.500978,172.713818,0.025965,-0.465249,0.465972975,3.661096546,0.465972975,3.16357,0.51468,201.28872
2935,11163,0,138.3149427,20,1.39252,0.51,-43.508008,172.722414,0.00617,-0.204271,0.204364161,2.674062694,0.204364161,1.71326,0.17834,222.02669
2849,11167,1.5,198.0883075,9.9,1.62399,0.5,-43.506239,172.720387,0.035046,-0.061905,0.071136848,2.912797379,0.071136848,1.96225,0.89717,226.92995
2907,11169,0.2,169.6836372,20,1.30108,0.51,-43.506888,172.721319,0.046729,-0.261969,0.266104033,2.816890631,0.266104033,1.71012,0.20779,203.38776
826,11176,0,189.0759845,9.9,1.65509,0.48,-43.518849,172.682874,-0.170772,-0.210329,0.270926861,3.27908825,0.270926861,2.56144,0.32302,211.51095
2500,11191,0,270.5487663,19.9,1.60409,0.48,-43.50355,172.713225,-0.032281,-0.399139,0.400442261,3.471566428,0.400442261,2.38611,0.33234,312.83282
2984,11206,0.7,376.7789355,20,1.99329,0.52,-43.508159,172.727571,0.309592,0.097729,0.324650834,2.470240211,0.324650834,2.39353,0.29317,214.25594
106,11215,0,231.8711334,19.9,3.01771,0.44,-43.519595,172.658917,0.174328,-0.30084,0.347699521,4.138948724,0.347699521,4.58785,0.33576,210.41498
115,11216,0,212.2492518,20,2.98935,0.44,-43.519679,172.659151,0.141328,-0.292455,0.32481307,4.121284799,0.32481307,4.40466,0.80003,137.52208
1081,11227,0,200.8240874,20,2.17935,0.46,-43.511022,172.686025,0.134543,-0.10087,0.168156403,3.841692161,0.168156403,2.43245,0.58799,137.44663
1083,11228,0,216.3631823,10.1,2.05418,0.46,-43.51231,172.686035,-0.059563,-0.20631,0.21473604,3.719660819,0.21473604,2.35683,0.4632,269.16509
2601,11229,0.65,272.0641101,20,2.58345,0.5,-43.509632,172.714778,0.043217,0.034491,0.055293202,2.834796977,0.055293202,2.50309,1.73641,282.42074
1271,11230,0,352.2904416,10.4,2.26402,0.46,-43.511712,172.687894,-0.022068,-0.061838,0.06565771,3.709101009,0.06565771,2.63474,0.20943,18.82763
1390,11231,0.45,476.0776961,15,2.38376,0.42,-43.496109,172.688986,0.04511,-0.162019,0.168181653,5.111050999,0.168181653,3.6896,0.39255,273.98603
1119,11232,0,294.6299466,10.1,2.17553,0.47,-43.513834,172.686522,-0.040601,-0.286257,0.289121966,3.558786497,0.289121966,2.49242,0.26948,193.4484
1387,11238,0.4,461.0094829,15,2.53764,0.42,-43.496242,172.68895,0.038189,-0.176904,0.180979073,5.099595384,0.180979073,3.71612,0.80956,285.3064
1374,11246,0.4,445.6254797,15,2.46714,0.42,-43.496359,172.6888,0.028633,-0.194668,0.196762494,5.093985742,0.196762494,3.83525,0.7562,193.52565
1392,11247,0.4,440.0880614,15,2.60866,0.42,-43.496445,172.688995,0.018904,-0.192065,0.192993071,5.078388764,0.192993071,3.95134,1.24416,192.40391
1432,11250,0.6,470.6448136,15,2.45738,0.42,-43.496241,172.689389,0.006185,-0.17798,0.178087435,5.08334708,0.178087435,3.77698,0.72623,194.67919
67,11277,0,446.8768156,15,2.19887,0.43,-43.517431,172.658025,0.196444,-0.132653,0.237038106,4.373741118,0.237038106,4.30439,0.06285,196.38557
75,11286,0.5,451.9831074,15,2.21935,0.43,-43.517195,172.658306,0.112848,-0.138991,0.179033989,4.38362373,0.179033989,4.36902,0.34077,136.94786
78,11295,0.5,440.2716693,15,2.21037,0.43,-43.517283,172.658386,0.130245,-0.138749,0.190302509,4.372196559,0.190302509,4.34559,0.48599,141.32153
79,11296,0.5,426.0492496,15,2.25072,0.43,-43.517447,172.658389,0.176353,-0.135626,0.222474251,4.356996656,0.222474251,4.30971,0.38372,141.18486
1658,11476,0,546.9409624,20.1,1.78798,0.42,-43.496612,172.692686,0.246468,-0.225398,0.333992116,4.93033681,0.333992116,2.73579,1.09367,139.68197
1657,11477,0,537.8918084,20,1.77342,0.42,-43.496702,172.692685,0.263345,-0.21642,0.34086391,4.92150142,0.34086391,2.58963,1.09367,205.19979
1038,11533,0,214.6113616,10,2.43165,0.47,-43.513998,172.685431,-0.095032,-0.266635,0.283064135,3.586733216,0.283064135,2.6516,0.75504,205.22724
1280,11534,0,361.8420158,10,1.88747,0.46,-43.510206,172.687943,0.096046,-0.100992,0.139370794,3.853150831,0.139370794,2.01002,0.22347,285.33969
1179,11535,0,292.5725805,20.4,1.83537,0.46,-43.510886,172.687158,0.10566,-0.091098,0.139509431,3.814134666,0.139509431,1.98886,0.48492,263.30084
1418,11539,0,490.5381736,10,1.42111,0.47,-43.513296,172.689202,-0.276209,-0.221805,0.354244082,3.511946988,0.354244082,2.2293,0.20294,269.13951
2266,11540,0,233.3996354,24.9,1.61919,0.47,-43.502,172.709997,-0.619939,-0.158729,0.639936918,3.724527858,0.639936918,2.65289,1.21695,283.14063
1373,11575,0,594.9417978,10,2.5831,0.48,-43.517579,172.688688,-0.165552,-0.026209,0.167613771,3.130402961,0.167613771,4.3964,1.74431,221.03611
1269,11576,0,540.9130243,10,2.89346,0.48,-43.517895,172.687851,-0.134159,-0.032307,0.137994129,3.135645825,0.137994129,4.43016,0.29958,305.58222
1131,11577,0,447.592401,10,3.87335,0.48,-43.51822,172.686654,0.081049,0.030603,0.086634197,3.157410777,0.086634197,5.29831,0.76301,272.22579
1191,11579,0,485.6264695,9,3.07496,0.48,-43.517644,172.687206,0.068492,-0.068947,0.097184581,3.184736366,0.097184581,4.18448,1.14523,277.38036
918,11580,0,285.0934921,10,1.14573,0.48,-43.519434,172.683749,0,-0.008337,0.008337,3.188364563,0.008337,2.50313,0.78616,289.32727
2314,11584,0,497.1356357,20,1.56372,0.46,-43.499164,172.710462,-0.53636,-0.33915,0.63459024,3.974203496,0.63459024,3.13672,1.20404,312.66701
2613,11592,0,175.3526361,20.4,1.96985,0.49,-43.505004,172.714863,0.13381,-0.289475,0.318905772,3.271821196,0.318905772,2.41563,0.20544,218.27232
2221,11643,0,382.4542816,20,2.31262,0.49,-43.509186,172.709693,-0.151567,0.028208,0.154169539,3.063008787,0.154169539,2.08257,0.53349,208.36937
944,11676,0.6,271.6353635,15,3.10223,0.41,-43.497914,172.684531,0.026528,-0.123804,0.126614238,5.120043755,0.126614238,4.0977,0.4695,25.8166
1339,11693,0,347.150907,15,2.26236,0.42,-43.497222,172.688523,0.043442,-0.1351,0.14191271,5.022002189,0.14191271,3.31915,0.33023,163.40189
1591,11706,0.2,592.7880538,15,3.11785,0.42,-43.495628,172.691459,0.090176,-0.205712,0.224608855,5.069072343,0.224608855,4.43157,0.48223,192.2558
1354,12094,1.5,572.6973605,10,2.93741,0.41,-43.49517,172.688604,0.041586,-0.212699,0.216726233,5.215824501,0.216726233,4.27273,0.29162,206.78197
757,12097,0,346.9213683,9.9,3.43167,0.41,-43.498689,172.681116,-0.125304,-0.250089,0.27972415,5.202920628,0.27972415,4.1708,0.81045,187.96677
381,12133,0,47.62788629,20,3.53967,0.44,-43.51395,172.66994,0.014854,-0.135797,0.136606978,4.215363134,0.136606978,3.98185,0.46557,134.93871
2815,12268,0.5,228.8268907,20,1.62401,0.5,-43.505453,172.718497,0.316541,-0.520755,0.609412811,3.063342808,0.609412811,2.11651,0.13585,222.96674
2816,12269,0.3,215.9505633,20,1.63289,0.5,-43.505577,172.718509,0.297022,-0.513442,0.593165033,3.05220699,0.593165033,2.13418,0.20444,197.3063
1335,12316,0.2,577.0689254,15,2.96355,0.41,-43.495119,172.688494,0.018822,-0.219777,0.220581498,5.224829249,0.220581498,4.30532,0.22754,197.32174
2008,12387,0,201.851275,15,2.39459,0.47,-43.504676,172.705428,-0.138374,0.087332,0.163628366,3.644734971,0.163628366,2.62065,2.21025,187.01616
2015,12389,0,203.3238954,15,3.01362,0.47,-43.504821,172.70565,-0.135,0.095427,0.165321845,3.622343742,0.165321845,3.42219,0.75683,38.06564
2265,12392,0,362.0982966,10,2.32066,0.49,-43.509077,172.709962,-0.142212,0.006322,0.142352452,3.061842029,0.142352452,2.24899,1.13462,38.05803
739,12401,0.4,428.9131696,10,3.27755,0.41,-43.498129,172.680453,-0.099486,-0.244125,0.263618057,5.283322657,0.263618057,3.57762,0.6134,25.77279
575,12404,0.4,549.6891842,10,1.33538,0.44,-43.511055,172.676002,0.076392,-0.125318,0.146766273,4.267104197,0.146766273,2.25512,0.34312,135.73109
607,12405,0,493.7683727,10,1.23421,0.44,-43.510978,172.676695,0.091882,-0.140853,0.168172143,4.240543981,0.168172143,2.19765,0.69504,90.48869
85,12449,0,352.038143,20,2.51252,0.43,-43.518296,172.658503,0.222941,-0.176649,0.28444254,4.274507284,0.28444254,4.46799,0.22503,90.52526
232,12451,0.4,292.1606921,10,2.94122,0.42,-43.513652,172.662651,0.230297,-0.20751,0.309995336,4.556876043,0.309995336,4.24336,0.63266,130.91299
947,12460,0,305.2292819,10,3.09711,0.41,-43.497589,172.684594,0.018829,-0.106207,0.107863145,5.147226673,0.107863145,3.99716,0.1838,129.82358
1246,13123,0,405.7336504,19.5,2.0674,0.47,-43.514621,172.687732,-0.109715,-0.21549,0.241812575,3.439413475,0.241812575,2.51739,0.46048,166.23483
1331,13183,0,447.7133944,20.4,1.67094,0.45,-43.506493,172.68838,-0.04846,-0.118099,0.12765479,4.179372174,0.12765479,1.85252,0.23339,272.54494
447,13194,0,237.2583073,20.4,1.90413,0.45,-43.513812,172.673243,-0.020615,-0.198161,0.19923042,4.096700561,0.19923042,2.45341,0.71592,275.79069
1343,13716,0,278.7356465,10,2.01015,0.44,-43.503811,172.6885,-0.173486,-0.143297,0.225014272,4.411468742,0.225014272,2.08285,0.18656,218.98071
1426,13717,0,528.0094706,18.3,1.86297,0.45,-43.507554,172.689304,-0.028476,-0.107594,0.111298479,4.044111414,0.111298479,1.96164,0.14778,33.53886
496,13726,0,364.2015048,19.9,2.13844,0.45,-43.51325,172.67471,-0.04488,-0.164853,0.170852937,4.096676317,0.170852937,2.73891,0.94993,265.79248
2426,13773,0,55.0686167,10,2.08754,0.49,-43.506696,172.71192,-0.285853,0.195584,0.346359695,3.208465755,0.346359695,2.33867,0.75642,226.00104
1449,13798,0,540.4808212,20.3,1.84056,0.45,-43.507687,172.689472,-0.03719,-0.108775,0.114956934,4.024743832,0.114956934,1.96155,0.15669,25.26328
772,13804,0,427.624233,10,2.66459,0.41,-43.497473,172.681577,-0.159204,-0.211759,0.264929779,5.290232801,0.264929779,3.48369,1.07929,265.75979
2446,14011,0,458.6577569,20,2.65886,0.5,-43.510749,172.712186,0.111167,-0.03568,0.116752577,2.823911421,0.116752577,2.30877,0.75406,146.09984
2566,14014,0,551.2056384,20,1.85206,0.51,-43.512194,172.7144,0.333907,0.253836,0.419436049,2.610739955,0.419436049,1.2414,0.2656,20.95938
94,14045,0,293.1046061,19.6,2.80554,0.44,-43.518924,172.658717,0.239687,-0.272965,0.363262645,4.208272456,0.363262645,4.5581,0.2013,18.3457
127,14049,0,218.0742588,19.9,2.95368,0.44,-43.519377,172.659407,0.161118,-0.283658,0.326222119,4.137742743,0.326222119,4.48496,0.18196,130.82434
185,14050,1.5,229.9887401,19.9,2.42754,0.43,-43.517508,172.661172,0.09819,-0.174784,0.20047624,4.239312282,0.20047624,3.75953,0.72823,131.00974
2251,14061,0,101.7027269,20,1.82162,0.48,-43.506345,172.709887,-0.191442,0.089962,0.211525887,3.314527552,0.211525887,1.993,0.11223,84.78457
2672,14070,0,346.7149563,20,1.63809,0.49,-43.503608,172.71577,0.088326,-0.600406,0.606868064,3.345123258,0.606868064,2.49064,0.86504,35.32516
1785,14092,1.5,447.6483004,9.9,1.63793,0.42,-43.49389,172.69659,0.084928,0.197192,0.214703167,5.00310789,0.214703167,2.0805,0.82746,206.7669
1147,14095,1.5,522.5443031,10.1,2.62467,0.41,-43.495537,172.686886,0.046967,-0.17921,0.185262309,5.245936641,0.185262309,3.92674,0.33569,93.97332
1171,14096,0,25.56608815,9.9,2.96611,0.42,-43.500014,172.6871,0.195545,-0.246109,0.314336582,4.817650306,0.314336582,3.11818,3.90612,180.27061
2166,14146,0,460.0352382,19.9,1.44934,0.46,-43.498836,172.709146,-0.827088,-0.436879,0.93538111,4.062218848,0.93538111,3.33457,0.34973,184.58438
2183,14150,0,467.4348153,9.8,1.6118,0.46,-43.498855,172.709336,-0.774818,-0.448055,0.895039785,4.054343061,0.895039785,3.39175,0.13847,215.74824
2181,14154,0,475.9638287,19.9,1.5918,0.46,-43.498755,172.709328,-0.792809,-0.417996,0.896251509,4.06354608,0.896251509,3.35133,0.21448,216.84658
2167,14173,0,469.3365138,20.1,1.45939,0.46,-43.498742,172.709164,-0.771203,-0.402548,0.869941929,4.070937026,0.869941929,3.33405,0.53223,215.97897
1775,14214,0,98.682757,20.1,2.02266,0.45,-43.502714,172.696062,-0.159301,0.411974,0.441700561,4.217373573,0.441700561,2.09832,0.37374,215.75428
1781,14217,0,92.36364051,11.5,1.9368,0.45,-43.502591,172.696336,-0.18425,0.472991,0.507610627,4.220022967,0.507610627,2.0309,0.52606,342.34709
1364,14283,0,342.3514192,10,2.14954,0.44,-43.504581,172.688666,-0.153666,-0.275905,0.31581135,4.33506935,0.31581135,2.2961,0.3892,342.20634
1459,14284,0,393.2749039,10,1.75259,0.45,-43.505428,172.689626,-0.141254,-0.211267,0.254138619,4.216766524,0.254138619,2.05308,0.06706,32.76241
1522,14285,0,572.4987605,10,1.54528,0.46,-43.509461,172.690411,-0.148653,-0.140844,0.204779752,3.827857515,0.204779752,1.90092,0.40451,22.91367
1645,14286,0,499.3322445,10,2.07269,0.46,-43.506812,172.692258,-0.145644,-0.072858,0.162851045,3.977970512,0.162851045,2.24686,1.71198,257.32656
2055,14294,0,103.6219816,24.9,1.29861,0.46,-43.501497,172.706673,-0.806317,-0.463443,0.930014257,3.889770915,0.930014257,2.12002,0.30609,4.3913
2309,14296,0,496.9031034,23.5,1.52217,0.46,-43.499131,172.710401,-0.526948,-0.351113,0.633209707,3.979934079,0.633209707,3.04395,1.20404,218.50428
9,14416,1.5,591.7944483,10,1.93645,0.42,-43.517048,172.656062,0.227909,-0.181035,0.291060446,4.493007446,0.291060446,4.78796,0.65967,218.37635
1457,14930,1.5,456.8161194,9.9,1.48582,0.45,-43.506045,172.689611,-0.068914,-0.192978,0.204913757,4.162476698,0.204913757,1.73264,0.18971,130.93423
1154,14931,0,319.681616,9.9,1.84877,0.44,-43.505933,172.686869,-0.079806,-0.030688,0.08550293,4.299028238,0.08550293,1.98223,0.37251,22.06909
1198,14932,0,365.416017,20.1,2.1802,0.45,-43.5079,172.687323,0.209187,-0.115845,0.239121862,4.099300197,0.239121862,2.13978,0.23055,275.77755
1710,14933,0,218.8873717,20,1.88707,0.45,-43.504161,172.69454,-0.148626,0.313133,0.346615008,4.132753464,0.346615008,2.14523,0.11818,262.8825
1942,14934,0,288.5064938,9.9,1.86908,0.46,-43.503909,172.702092,-0.192002,-0.178493,0.262153617,3.858567584,0.262153617,2.03581,0.86803,349.63841
1294,14937,1.5,233.1147153,9.9,2.76177,0.42,-43.49821,172.688122,0.074023,-0.098119,0.12290949,4.944044672,0.12290949,3.38928,0.7633,16.11562
452,14940,0,279.9671035,12.4,2.69746,0.44,-43.513411,172.673405,0.015354,-0.150712,0.151492086,4.128682985,0.151492086,3.3387,2.09369,190.30887
51,14948,1.5,341.7134563,19.9,2.79237,0.43,-43.519139,172.657617,0.280219,-0.293014,0.405437902,4.236690403,0.405437902,4.7561,0.20098,223.17961
188,14950,0.3,317.7517393,19.9,2.85749,0.43,-43.514491,172.661376,0.249153,-0.202729,0.321210624,4.519707626,0.321210624,4.25162,0.46453,133.69362
1133,14954,0,316.1226642,9.9,1.93436,0.45,-43.506682,172.686719,-0.085707,-0.057718,0.103329847,4.238880608,0.103329847,1.89752,0.20908,125.3622
2806,15075,0,173.4803736,10,1.5878,0.5,-43.505905,172.71819,0.209895,-0.556855,0.595099489,3.038831648,0.595099489,2.00514,0.29106,274.4053
2679,15087,0,207.1303432,15.1,1.47842,0.49,-43.504947,172.715826,0.094942,-0.602218,0.609656053,3.229811086,0.609656053,2.14736,0.40352,197.12127
749,15093,0,331.8953698,15,2.63686,0.41,-43.499119,172.680848,-0.171744,-0.258122,0.310037044,5.177538376,0.310037044,3.13935,1.59816,192.84934
747,15094,0,344.875665,15,2.57264,0.41,-43.499056,172.680712,-0.170287,-0.258877,0.309862814,5.189478097,0.309862814,2.98291,1.60283,127.86897
742,15095,0,348.6229688,11.6,2.05791,0.41,-43.499199,172.680501,-0.264732,-0.265712,0.37508119,5.183880666,0.37508119,2.60432,1.05701,127.83134
1566,15118,0,374.5634606,15,2.2777,0.42,-43.497706,172.691023,-0.004835,-0.751481,0.751496554,4.88181091,0.751496554,2.77376,1.09271,126.17712
133,15171,0.4,444.6624043,10,2.92609,0.42,-43.514342,172.659613,-0.018688,-0.06221,0.064956335,4.599110278,0.064956335,4.96386,0.33129,212.92133
419,15229,2.26,256.6193772,10,2.02632,0.44,-43.512852,172.672078,-0.103767,-0.150032,0.18242037,4.231829205,0.18242037,2.53894,0.33704,120.79377
634,15231,0.4,410.8873504,9.9,1.55407,0.45,-43.512425,172.677312,-0.040925,-0.1018,0.109718256,4.087046099,0.109718256,2.26859,0.37869,220.98752
2829,15232,0,376.7346949,15,1.91156,0.49,-43.504186,172.719061,0.181815,-0.157748,0.240709629,3.148873336,0.240709629,2.71178,0.85931,108.13445
2458,15266,0,342.2919082,20,1.89052,0.48,-43.50223,172.71238,-0.138535,-0.249331,0.285233052,3.622655607,0.285233052,2.98995,0.69062,197.32569
2448,15284,0,271.9265929,10,2.2529,0.5,-43.508948,172.712211,-0.027674,-0.060085,0.066151776,2.987263972,0.066151776,2.01847,0.2934,222.08762
2408,15287,0,206.4474002,10,2.18015,0.49,-43.508173,172.711824,0.036288,-0.004467,0.036561907,3.073179215,0.036561907,2.13497,0.54724,24.10074
1660,15303,0,148.9938268,20,1.9135,0.45,-43.503672,172.692725,-0.062887,-0.006797,0.063253253,4.248449108,0.063253253,2.13652,0.68824,24.06987
1559,15306,1.5,173.5896554,9.9,1.93534,0.44,-43.503661,172.690864,-0.035751,-0.081469,0.088968151,4.324354321,0.088968151,2.00495,0.19188,0.69412
215,15307,0,367.8377249,20,2.90303,0.42,-43.513136,172.662023,0.099465,-0.161067,0.189303631,4.628847838,0.189303631,4.25997,0.02658,22.93604
1917,15309,0,109.3104944,10,2.05598,0.45,-43.502018,172.700441,-0.477971,0.181195,0.511163286,4.099661864,0.511163286,2.21009,0.12666,129.85215
1830,15310,0,314.9294638,10,2.53256,0.46,-43.50434,172.697868,2.41624,0.633252,2.497843837,3.997789353,2.497847706,2.76997,2.01777,359.60681
1482,15321,0,573.9551583,20,1.68506,0.45,-43.507732,172.689894,-0.151495,-0.105544,0.184635508,4.001253362,0.184635508,1.78916,0.49081,342.14098
1429,15322,0,515.042263,15.7,1.92252,0.46,-43.508501,172.68932,-0.095378,-0.109699,0.145364485,3.961772954,0.145364485,1.8957,0.1119,262.82784
1614,15323,0,577.8423091,20,1.61451,0.46,-43.507485,172.69172,-0.2041,-0.092166,0.223945041,3.940769728,0.223945041,2.0932,0.69639,255.55164
1708,15324,0,134.4155762,14,2.04235,0.45,-43.503386,172.694543,-0.134779,0.328197,0.354793813,4.206513257,0.354793813,2.16964,0.03261,5.51984
1233,15334,0,555.2672841,14.8,2.49707,0.41,-43.495263,172.687691,0.014674,-0.267444,0.267846261,5.241135591,0.267846261,3.78695,0.27869,346.05462
1234,15340,0,535.1715935,20,2.54594,0.41,-43.495445,172.687696,0.042546,-0.284434,0.28759844,5.223499079,0.28759844,3.76226,0.04027,184.4331
1584,15342,0,398.9879129,20,2.07648,0.42,-43.497607,172.691359,-0.031093,-0.741416,0.742067692,4.879261918,0.742067692,2.85229,0.6563,184.43519
1589,15343,0,345.3878549,12,2.09721,0.43,-43.498181,172.691413,-0.034383,-0.752636,0.753420957,4.821675659,0.753420957,2.61711,0.24993,215.32169
1633,15362,0,409.3944511,19.5,2.14664,0.43,-43.497761,172.692044,-0.008595,-0.695867,0.695920079,4.839881424,0.695920079,2.65516,0.36957,205.1678
1400,15364,0,138.2177118,20.2,3.28601,0.43,-43.499327,172.689036,0.131039,-0.282282,0.31121431,4.802487596,0.31121431,4.03699,1.75204,205.18497
1211,15368,0,484.6519801,20.2,2.58951,0.41,-43.495889,172.687474,0.046752,-0.263319,0.26743718,5.189579428,0.26743718,3.76988,0.36104,208.84452
1572,15369,0,393.1250602,15.6,2.18179,0.42,-43.497573,172.691163,-0.023153,-0.75333,0.753685711,4.889621518,0.753685711,2.86278,0.42729,183.61907
560,15372,0,424.7700135,20,1.66245,0.45,-43.513277,172.675773,-0.096562,-0.128471,0.160714087,4.057101816,0.160714087,2.32018,0.66952,213.13154
593,15373,0,462.2893202,20,1.54425,0.45,-43.513162,172.676248,-0.113967,-0.123652,0.168161512,4.052288429,0.168161512,2.2988,0.15783,228.53685
303,15374,0,307.0195858,15,2.98041,0.42,-43.511885,172.665378,0.588346,0.150422,0.607270775,4.599982418,0.607270775,4.38083,1.51786,230.48551
247,15375,0,470.8764205,20,2.99872,0.42,-43.511028,172.66321,0.130164,0.062523,0.144401497,4.774699503,0.144401497,4.58743,0.24918,157.19222
464,15491,0,247.686185,10.4,1.66201,0.45,-43.514115,172.673851,-0.01054,-0.165911,0.166245456,4.045157156,0.166245456,2.21176,0.2017,148.30101
2121,15498,0,500.2366158,20,2.43495,0.49,-43.509917,172.708479,-0.077928,-0.042489,0.088758596,3.050014329,0.088758596,2.6065,0.29928,226.06796
2120,15499,0,454.5047452,20,2.79129,0.49,-43.50944,172.708469,-0.085536,-0.012631,0.086463573,3.091944347,0.086463573,2.80677,1.95717,29.27081
2097,15593,0,57.34177757,10,1.69278,0.48,-43.504615,172.707981,0.07033,0.125959,0.144263573,3.547674694,0.144263573,2.09711,0.46108,29.24384
964,15596,0,145.6482087,10,1.85308,0.44,-43.50562,172.684749,-0.297325,0.056741,0.302690761,4.40832532,0.302690761,2.6294,1.23117,42.37865
2011,15597,0,53.49922151,10,1.68203,0.47,-43.503009,172.705526,0.035209,0.474513,0.475817466,3.792822203,0.475817466,1.95627,0.19442,275.90342
1008,15598,0,167.3075011,10,1.62562,0.44,-43.504559,172.685192,-0.387322,-0.032612,0.388692519,4.49755411,0.388692519,2.17996,0.45206,39.65142
1074,15599,0,131.853173,10,1.8725,0.43,-43.501884,172.686,-0.422481,0.193172,0.464548832,4.695434723,0.464548832,2.1105,0.4204,283.32016
1977,15600,0,31.62393077,9.9,1.65467,0.46,-43.502275,172.70462,0.535524,0.625287,0.823267749,3.89700553,0.823267749,2.05285,0.54817,312.93265
2053,15601,0,40.72735778,9.9,1.70974,0.47,-43.503493,172.706586,-0.043253,0.420486,0.422704741,3.706005278,0.422704741,2.05314,0.07087,34.71413
941,15602,0,130.2484587,9.9,1.7321,0.44,-43.507092,172.684367,-0.443283,-0.028936,0.444226418,4.278259719,0.444226418,2.09521,0.23599,37.92232
316,15606,0,137.5018371,10,2.18268,0.44,-43.516894,172.666335,-0.023724,0.250147,0.251269476,4.116694942,0.251269476,2.94394,0.83552,274.2494
326,15608,0,129.1786889,10,2.12079,0.44,-43.516142,172.667056,-0.048881,0.178077,0.184663938,4.148042211,0.184663938,2.6555,0.99371,307.04193
337,15613,0,233.8693948,9.9,2.38392,0.45,-43.51763,172.667514,0.301568,0.448164,0.540179812,3.998487518,0.540179812,3.28324,0.78968,312.26642
357,15614,0,242.4766469,9.9,2.28211,0.44,-43.516697,172.668286,0.243819,0.454761,0.515999294,4.042497596,0.515999294,2.82409,0.85661,255.23975
358,15615,0,146.7760897,10,2.86991,0.45,-43.519565,172.66833,0.591197,-0.109965,0.601337005,3.790358552,0.601337005,3.69827,1.43929,46.19143
361,15616,0,96.48871407,9.9,1.31676,0.44,-43.515333,172.668505,0.153066,0.640877,0.658902519,4.152585374,0.658902519,2.23127,0.56879,94.28146
319,15617,0,131.8961435,10,3.69064,0.45,-43.519553,172.666421,0.075778,-0.117196,0.139560767,3.853287328,0.139560767,4.40334,0.91926,355.77111
2838,15624,0,443.5505493,9.9,2.19103,0.53,-43.515969,172.719443,0.005204,0.382707,0.38274238,2.102811675,0.38274238,2.28722,0.74074,284.8381
2835,15625,0.2,345.4509043,9.9,1.49278,0.52,-43.512692,172.719247,0.445763,0.453459,0.635869261,2.41249871,0.635869261,1.22314,0.15635,88.15404
2843,15626,0,395.0183085,9.9,1.51771,0.53,-43.514691,172.720188,-0.096145,0.512445,0.521386363,2.199458434,0.521386363,1.21689,0.5086,47.30401
2845,15628,0.2,369.1040772,9.9,1.48921,0.52,-43.513605,172.720231,0.236605,0.561126,0.608969879,2.300638365,0.608969879,1.14108,0.39629,99.09942
2952,15629,0,84.07228557,9.9,1.89793,0.54,-43.516321,172.723906,0.226606,0.092191,0.244641492,1.963152587,0.244641492,2.04433,0.58011,33.03232
2824,15630,0.1,460.6429412,9.9,1.44546,0.52,-43.513903,172.718913,0.479154,0.367467,0.603838183,2.307452498,0.603838183,1.18102,0.50182,88.49434
2700,15632,0.4,258.7045222,10,1.52771,0.51,-43.509834,172.716126,-0.020399,0.088873,0.091184041,2.773437392,0.091184041,1.19296,0.07473,41.89619
2659,15634,0,59.1724944,9.9,1.00647,0.5,-43.507808,172.715592,0.338792,0.557003,0.65194506,2.98466818,0.65194506,1.04268,0.38835,17.72338
2950,15635,0,153.7160171,9.9,1.37826,0.53,-43.514092,172.723439,0.147986,0.114485,0.187100699,2.140425091,0.187100699,1.12301,0.47985,18.69245
2926,15636,0,281.1234841,9.9,1.52454,0.53,-43.513297,172.721783,0.130006,0.019282,0.131428138,2.280747234,0.131428138,1.07035,0.30102,106.53702
2833,15638,0,247.7416842,10,1.50706,0.51,-43.511212,172.719171,-0.036633,0.361671,0.363521511,2.55681541,0.363521511,1.0187,0.48978,20.43995
2869,15639,0,141.1832075,10,1.59547,0.52,-43.511084,172.720673,0.061514,-0.016381,0.063657752,2.501640969,0.063657752,1.00967,0.55018,58.18518
2902,15640,0,23.84196757,10,1.36466,0.51,-43.509754,172.721197,0.090224,-0.22004,0.2378192,2.58164858,0.2378192,1.1366,0.1913,52.22419
2710,15641,0,30.79729735,9.9,1.37207,0.5,-43.507729,172.716355,0.35151,0.895865,0.962358238,2.970776038,0.962358238,1.54141,1.3919,62.17122
